,0
10671,NDST3
10672,HMGB2
10673,SAP30
10674,SCRG1
10675,HAND2
10676,MAD2L1
10677,ANXA5
10678,TMEM155
10679,ADAD1
10680,MAP9
10681,GUCY1A3
10682,FBXO8
10683,CEP44
10684,HPGD
10685,ASB5
10686,C4orf45
10687,TMEM144
10688,FAM198B
10689,NPY1R
10690,NPY5R
10691,NAA15
10692,IL15
10693,FAM160A1
10694,ARFIP1
10695,KIAA0947
10696,HHIP
10697,ANAPC10
10698,ABCE1
10699,OTUD4
10700,LSM6
10701,TMEM184C
10702,PRMT10
10703,ITGA2
10704,MOCS2
10705,SLC45A2
10706,EDIL3
10707,TMEM161B
10708,ELOVL7
10709,NDUFAF2
10710,ZNF474
10711,LMBRD2
10712,RANBP3L
10713,NIPBL
10714,RNF180
10715,GPR98
10716,SLC25A46
10717,STARD4
10718,PGGT1B
10719,F2RL2
10720,CCDC112
10721,CMBL
10722,C5orf63
10723,PRRC1
10724,F2RL1
10725,AGGF1
10726,WDR41
10727,PRDM9
10728,NDUFS4
10729,SCGB3A2
10730,SPINK1
10731,HTR4
10732,ESM1
10733,GRPEL2
10734,CDC20B
10735,ARSK
10736,RHOBTB3
10737,GPX8
10738,TIGD6
10739,SPZ1
10740,SERINC5
10741,ENPP6
10742,CAGE1
10743,CASP3
10744,CCDC111
10745,ERAP1
10746,ERAP2
10747,CMYA5
10748,EGFLAM
10749,KIAA1430
10750,TMEM174
10751,CARTPT
10752,RICTOR
10753,PAPD4
10754,EBF1
10755,ANKRA2
10756,UBLCP1
10757,FAM170A
10758,UTP15
10759,TLR3
10760,KLKB1
10761,NSA2
10762,GFM2
10763,TERT
10764,SLC6A18
10765,CCDC127
10766,FOXQ1
10767,C6orf195
10768,GPR111
10769,ACSL6
10770,IL3
10771,CSF2
10772,SEPT8
10773,SHROOM1
10774,GDF9
10775,UQCRQ
10776,LEAP2
10777,GJB7
10778,SLC35A1
10779,GRIK2
10780,MB21D1
10781,FABP7
10782,TLX3
10783,TXLNB
10784,CITED2
10785,FAM26D
10786,T
10787,CREBRF
10788,DCBLD1
10789,SFXN1
10790,SAMD3
10791,TMEM200A
10792,IL22RA2
10793,DACT2
10794,PDSS2
10795,C7orf72
10796,STXBP5
10797,HIST1H2AA
10798,IL31RA
10799,ANKRD55
10800,RAET1E
10801,PI16
10802,TBX20
10803,DAGLB
10804,KIAA0895
10805,STK17A
10806,TRA2A
10807,FAM183B
10808,GALNT10
10809,SAP30L
10810,RPS14
10811,HCN1
10812,MYOZ3
10813,COG5
10814,NEUROD6
10815,C7orf60
10816,GPR85
10817,SLU7
10818,PTTG1
10819,CAMLG
10820,FBXL21
10821,BMPER
10822,RELL2
10823,SMAD5-AS1
10824,KCNK5
10825,KIF6
10826,ZNF12
10827,SLC29A4
10828,C7orf62
10829,STEAP1
10830,CDCA7L
10831,SP8
10832,MIOS
10833,KIAA1324L
10834,USP49
10835,SYTL3
10836,IQUB
10837,HEY1
10838,ZNF704
10839,SHH
10840,TAGAP
10841,COL1A2
10842,FNDC1
10843,CHMP4C
10844,SLC13A4
10845,PGAM2
10846,BRI3
10847,LMTK2
10848,SLC35G3
10849,CTSB
10850,SOX17
10851,DLC1
10852,ADCY1
10853,C8orf48
10854,SUN3
10855,C7orf57
10856,HNF4G
10857,PEX2
10858,RAD21
10859,SLC30A8
10860,MED30
10861,TNFRSF11B
10862,SBSPON
10863,PHKG1
10864,EN2
10865,KCNV1
10866,CSMD3
10867,KIAA0146
10868,ORC5
10869,DEFA5
10870,HEATR2
10871,DEFA4
10872,DEFA6
10873,OSGIN2
10874,DEFB1
10875,SUN1
10876,OXR1
10877,TMEM74
10878,GPR146
10879,GPER
10880,UNCX
10881,TMEM184A
10882,NOS3
10883,MICALL2
10884,CA3
10885,INTS1
10886,CDK5
10887,SLC4A2
10888,SLC7A13
10889,FASTK
10890,TMUB1
10891,GBX1
10892,PHAX
10893,ALDH7A1
10894,FOXK1
10895,COX6C
10896,OSR2
10897,YWHAZ
10898,BAALC
10899,FZD6
10900,CTHRC1
10901,SLC25A32
10902,DCAF13
10903,DCSTAMP
10904,TP53INP1
10905,INTS8
10906,KIAA1429
10907,FREM1
10908,GEM
10909,PDP1
10910,TMEM67
10911,KIAA0196
10912,RPP25L
10913,FAM219A
10914,C9orf24
10915,SNAPC3
10916,KIAA1161
10917,NUDT2
10918,TMEM65
10919,PSIP1
10920,CCDC171
10921,UBAP1
10922,DIRAS2
10923,SYK
10924,NIPSNAP3B
10925,ABCA1
10926,NFIL3
10927,LETM2
10928,METTL2B
10929,PRKACG
10930,FXN
10931,ZMAT4
10932,NKX6-3
10933,TMEM71
10934,MAMDC2
10935,PRSS37
10936,CPA6
10937,C8orf34
10938,TMC1
10939,ALDH1A1
10940,KDM1B
10941,HGSNAT
10942,RASEF
10943,GKAP1
10944,C9orf64
10945,HNRNPK
10946,C7orf45
10947,SVEP1
10948,TRPV6
10949,C7orf34
10950,ANKS6
10951,FBP1
10952,TMEM246
10953,CXorf22
10954,DYNLT3
10955,WBSCR27
10956,MID1IP1
10957,C9orf84
10958,CXorf58
10959,KIAA1958
10960,PTCHD1
10961,RNF183
10962,ASB11
10963,PCDH19
10964,PIGA
10965,FIGF
10966,OR1K1
10967,STRBP
10968,CLDN3
10969,GAPVD1
10970,C9orf89
10971,WNK2
10972,ATP7A
10973,ZNF367
10974,NLGN4Y
10975,HDX
10976,NDUFB6
10977,AQP7
10978,NOL6
10979,AQP3
10980,TRMT10B
10981,VCP
10982,PIGO
10983,STOML2
10984,BRWD3
10985,SLITRK5
10986,MELK
10987,ARMC3
10988,OTUD1
10989,ARHGAP12
10990,FAT3
10991,CCDC67
10992,HECTD2
10993,SLC7A3
10994,FBXO33
10995,DDX26B
10996,GPR101
10997,CLDN2
10998,LRFN5
10999,ZNF488
11000,WRN
11001,MARCH8
11002,TSHR
11003,CFL2
11004,SUGT1
11005,GTF2A1
11006,ZCCHC24
11007,PGM2L1
11008,PHYHIPL
11009,SLC16A9
11010,FOLR2
11011,INPPL1
11012,PHOX2A
11013,MBL2
11014,GJB2
11015,CRYL1
11016,REEP3
11017,HEPACAM
11018,SKA3
11019,EFHA1
11020,C11orf82
11021,PCF11
11022,PKNOX2
11023,RPL10L
11024,LRR1
11025,RPL36AL
11026,DNAAF2
11027,C10orf10
11028,MAGEC3
11029,C10orf25
11030,ZNF22
11031,KLHDC2
11032,EML5
11033,NEMF
11034,RPUSD4
11035,ARF6
11036,TTC8
11037,TMEM63C
11038,NGB
11039,NOXRED1
11040,CDX2
11041,AMER2
11042,AKR1E2
11043,KBTBD6
11044,SSX5
11045,SSX3
11046,OTX2
11047,FAAH2
11048,DRGX
11049,NUDT5
11050,DACT1
11051,OXGR1
11052,UCMA
11053,BEND7
11054,ATP5C1
11055,TAF3
11056,VSTM4
11057,SOHLH1
11058,COMTD1
11059,SLC18A2
11060,PDZD8
11061,ZNF503
11062,DACH1
11063,FAM175B
11064,QSOX2
11065,FAM204A
11066,NSD1
11067,PRDX3
11068,ENOX2
11069,GHITM
11070,CLEC1B
11071,SNAPC4
11072,TMEM52B
11073,PMPCA
11074,SDCCAG3
11075,FRMD7
11076,AK8
11077,C9orf9
11078,TSC1
11079,GFI1B
11080,HPRT1
11081,LOH12CR1
11082,FAM69B
11083,ZMYND19
11084,STOX1
11085,RET
11086,DDX21
11087,BMS1
11088,STK32C
11089,KIAA1462
11090,OR4K2
11091,FUNDC2
11092,TMEM55B
11093,METTL17
11094,SLC39A2
11095,NDRG2
11096,RNASE7
11097,ARHGEF40
11098,NSMF
11099,ZNF219
11100,C12orf50
11101,CASP7
11102,PPP1R36
11103,BTNL9
11104,C10orf118
11105,VWA2
11106,METTL3
11107,SALL2
11108,TRUB1
11109,FAM194B
11110,CYP2C19
11111,ZFYVE1
11112,PNLIPRP2
11113,C10orf82
11114,HSPA12A
11115,FRAT1
11116,UBTD1
11117,ANKRD2
11118,E2F7
11119,ARHGAP42
11120,ISCA2
11121,GYLTL1B
11122,PACSIN3
11123,TTC7B
11124,SLC39A13
11125,PSMC3
11126,RAPSN
11127,AGBL2
11128,TC2N
11129,CPSF2
11130,C12orf70
11131,MOAP1
11132,IFI27L1
11133,IFI27
11134,SERPINA12
11135,CLMN
11136,PDZRN4
11137,SLC6A5
11138,NELL1
11139,PTER
11140,C1QL3
11141,CACNB2
11142,PTPLA
11143,ARL5B
11144,C11orf75
11145,KIAA1731
11146,KCNC2
11147,TAF1D
11148,ABTB2
11149,R3HCC1L
11150,AMOTL1
11151,HTRA1
11152,LIPC
11153,CEP57
11154,TCP11L2
11155,PASD1
11156,SPRED1
11157,TMCO5A
11158,GPR176
11159,JAM3
11160,IL25
11161,CMTM5
11162,nan
11163,GLB1L3
11164,ADAMTS15
11165,SVOP
11166,SPATA19
11167,GPT2
11168,AMN
11169,RAB8B
11170,IKBIP
11171,RPUSD2
11172,HIF1AN
11173,ZFYVE19
11174,PPP1R14D
11175,SPINT1
11176,FBN1
11177,AVPR1A
11178,C16orf78
11179,DEPDC4
11180,TPTE
11181,LRTM2
11182,CKB
11183,TRMT61A
11184,BTRC
11185,POLL
11186,BAG5
11187,DPCD
11188,LARP6
11189,API5
11190,ASPG
11191,ZNF319
11192,HPS6
11193,SENP8
11194,NOLC1
11195,ALKBH3
11196,COPS2
11197,GABRB3
11198,SPIC
11199,TBATA
11200,SGPL1
11201,FRS2
11202,CCT2
11203,PCBD1
11204,ARIH1
11205,C16orf71
11206,CLMP
11207,SCN3B
11208,COX11
11209,ZNF202
11210,FAM227B
11211,STXBP4
11212,CYYR1
11213,CUL5
11214,MYRFL
11215,WBP1L
11216,C10orf32
11217,PLEKHF1
11218,TMEM100
11219,ANAPC16
11220,SMPD1
11221,APBB1
11222,SYNPO2L
11223,NUDT13
11224,C11orf65
11225,TRIM44
11226,ILK
11227,TAF10
11228,TPP1
11229,DCHS1
11230,NETO1
11231,MSS51
11232,CYB5A
11233,USP54
11234,RAG1
11235,C11orf74
11236,WDR88
11237,OR10A5
11238,OR2D2
11239,ATP9B
11240,PPFIBP2
11241,MOGAT2
11242,CYB5R2
11243,SERPINB7
11244,KIAA0355
11245,SERPINB8
11246,TUB
11247,RIC3
11248,LMO1
11249,IDH3A
11250,WDR72
11251,CRABP1
11252,PLD4
11253,ZMAT1
11254,XRRA1
11255,TRIM66
11256,RNF169
11257,RPL27A
11258,ST5
11259,CDYL2
11260,TMEM130
11261,PRTG
11262,CENPN
11263,AKIP1
11264,ATMIN
11265,TMEM41B
11266,nan
11267,LEO1
11268,ZNF143
11269,TMX3
11270,MFAP4
11271,WEE1
11272,MAPK7
11273,PRKCB
11274,nan
11275,NDST2
11276,MCM7
11277,CLEC3A
11278,CCDC68
11279,CLEC4E
11280,ZNF3
11281,CLEC4D
11282,ZSCAN21
11283,RIMKLB
11284,A2ML1
11285,BEAN1
11286,TMED3
11287,SLC38A8
11288,SEC11C
11289,CPLX4
11290,TMEM135
11291,IQCD
11292,NDEL1
11293,CENPV
11294,CDH16
11295,RRAD
11296,FAM96B
11297,WDR16
11298,HSP90B1
11299,MC4R
11300,BLCAP
11301,SERPINB12
11302,SPDYE6
11303,ATF7IP2
11304,MMP10
11305,TVP23A
11306,NGFRAP1
11307,TMPRSS5
11308,COG1
11309,PLEKHA7
11310,ZNF606
11311,ZCCHC18
11312,B2M
11313,ZNF592
11314,CASC4
11315,HTR3A
11316,NNMT
11317,ACSM1
11318,AP1G1
11319,AGBL1
11320,SLFN5
11321,nan
11322,C16orf45
11323,KIAA0430
11324,SAA3P
11325,SAAL1
11326,YPEL4
11327,PPIB
11328,LDHC
11329,FAM96A
11330,LDHAL6A
11331,FAM111A
11332,KIAA0101
11333,KIF7
11334,LDHD
11335,PLIN1
11336,PEX11A
11337,MESP1
11338,ANPEP
11339,SCNN1G
11340,RBPMS2
11341,NAV2
11342,ANKDD1A
11343,GLYATL1
11344,C18orf54
11345,DCTN5
11346,TERF2IP
11347,PLK1
11348,CLPX
11349,GPR182
11350,ZBTB39
11351,CACNG2
11352,TAC3
11353,MYO1A
11354,CHP2
11355,TMEM194A
11356,OR4D6
11357,NAB2
11358,VPS39
11359,STAT6
11360,PATL1
11361,XRCC6BP1
11362,STX3
11363,MRPL16
11364,PIP4K2C
11365,MTMR10
11366,YWHAB
11367,C15orf48
11368,SCG5
11369,GREM1
11370,NYAP1
11371,TSC22D4
11372,MS4A6E
11373,MS4A14
11374,MS4A5
11375,DIS3L
11376,CCNDBP1
11377,EPB42
11378,TGM6
11379,SMAD3
11380,MS4A8B
11381,CCDC178
11382,MS4A15
11383,MAP1A
11384,RCCD1
11385,AKTIP
11386,MAPRE2
11387,EVA1C
11388,MARS
11389,MBD6
11390,CNPY4
11391,PDIA3
11392,NUDT21
11393,NAT16
11394,C15orf43
11395,NKX3-1
11396,SGSM1
11397,DUSP18
11398,TEF
11399,MEI1
11400,B4GALNT2
11401,PBX3
11402,GNGT2
11403,PHB
11404,SNRPD1
11405,TTC16
11406,SUN5
11407,SAMD14
11408,PIP5KL1
11409,BPIFB6
11410,TMEM92
11411,FAM102A
11412,ACSF2
11413,GOLGA2
11414,TRUB2
11415,COQ4
11416,SLC27A4
11417,URM1
11418,CERCAM
11419,DOLPP1
11420,ENDOG
11421,TBC1D21
11422,PRRX2
11423,C15orf39
11424,ISLR2
11425,SP2
11426,PRR15L
11427,COQ7
11428,GPRC5B
11429,CRK
11430,C16orf92
11431,FBXO22
11432,TBC1D2B
11433,NOD2
11434,SNX20
11435,LOXHD1
11436,KATNAL2
11437,HDHD2
11438,C17orf78
11439,ZNF91
11440,CCL23
11441,IGF2
11442,RNF214
11443,CDK12
11444,DPEP2
11445,POP5
11446,ENGASE
11447,RBFOX3
11448,ATP5L
11449,CD3D
11450,TBC1D16
11451,ENTHD2
11452,MYO5B
11453,ART5
11454,STIM1
11455,RRM1
11456,OR51E2
11457,TRIM68
11458,MMP26
11459,OR51Q1
11460,FN3K
11461,PRRT2
11462,IRGQ
11463,ZNF226
11464,ZNF229
11465,ZNF180
11466,PPP2R3B
11467,ZNF668
11468,ZNF646
11469,GNG8
11470,LPO
11471,CA4
11472,TPM4
11473,RAB8A
11474,GPX4
11475,MIDN
11476,JSRP1
11477,FAM129C
11478,KLHL26
11479,GATAD2A
11480,MVD
11481,CDT1
11482,TRAPPC2L
11483,ANKRD11
11484,C16orf55
11485,PROCA1
11486,RPL13
11487,ZNF641
11488,LALBA
11489,CACNB3
11490,DHRS13
11491,MLL2
11492,CORO6
11493,RHEBL1
11494,TUBA1A
11495,TUBA1C
11496,ZNF610
11497,ZNF528
11498,ZNF701
11499,SERTAD3
11500,NCKAP5L
11501,RAB4B
11502,AQP2
11503,GPD1
11504,C19orf55
11505,CYP2S1
11506,AXL
11507,NFKBID
11508,TMC4
11509,ANKRD33
11510,LAIR1
11511,TTYH1
11512,LENG8
11513,CDC42EP5
11514,LAIR2
11515,TMEM145
11516,ZNF526
11517,TRAPPC9
11518,KIR3DL1
11519,NLRP7
11520,ZNF146
11521,ZNF283
11522,PPP1R14A
11523,SPINT2
11524,C19orf33
11525,YIF1B
11526,DNAAF3
11527,PSCA
11528,ATCAY
11529,LY6D
11530,DAPK3
11531,EEF2
11532,TMIGD2
11533,CHAF1A
11534,UBXN6
11535,nan
11536,PLIN4
11537,SEMA6B
11538,ZNF444
11539,NXN
11540,FAM57A
11541,GLOD4
11542,MFSD3
11543,GPT
11544,KIFC2
11545,SLC43A2
11546,RILP
11547,SERPINF2
11548,WDR81
11549,SRR
11550,TSR1
11551,TRPV3
11552,CYB5D2
11553,GGT6
11554,C19orf48
11555,KLK1
11556,KLK4
11557,KLK2
11558,KLK5
11559,KLK6
11560,KLK11
11561,KLK13
11562,ZNF83
11563,KRT80
11564,KRT1
11565,ACER1
11566,OTUB1
11567,RCOR2
11568,ANGPTL4
11569,NDUFA7
11570,CD320
11571,SPRYD3
11572,IGFBP6
11573,SOAT2
11574,ZNF558
11575,CABP2
11576,NDUFV1
11577,CDK2AP2
11578,NUDT8
11579,TBX10
11580,nan
11581,PRDX2
11582,OR8J3
11583,OR5I1
11584,ZNF232
11585,MIS12
11586,CD300C
11587,CD300A
11588,TEKT1
11589,HID1
11590,ICT1
11591,TMEM88
11592,EVPL
11593,SRP68
11594,MGAT5B
11595,TMC8
11596,TK1
11597,TMEM68
11598,CYP7A1
11599,GSDMA
11600,KRT24
11601,TMEM99
11602,GHDC
11603,ITFG3
11604,SOST
11605,PRR25
11606,ZNF598
11607,RAB26
11608,MLST8
11609,E4F1
11610,DNASE1L2
11611,ECI1
11612,CASKIN1
11613,ABCA3
11614,KCTD5
11615,SRRM2
11616,ZNF597
11617,NLRC3
11618,DDB1
11619,VPS37C
11620,VWCE
11621,RAB3IL1
11622,BEST1
11623,FTH1
11624,POLR2G
11625,SLC3A2
11626,HRASLS5
11627,C11orf84
11628,ATG16L2
11629,C2CD3
11630,TRANK1
11631,TTC21A
11632,ENTPD3
11633,CTNNB1
11634,ULK4
11635,FADD
11636,LTBP3
11637,NAALADL1
11638,SAC3D1
11639,BATF2
11640,SLC22A11
11641,SF1
11642,MAP4K2
11643,C11orf85
11644,CCDC88B
11645,SCARA3
11646,PBK
11647,SCARA5
11648,PNOC
11649,COPS6
11650,PAFAH1B2
11651,ANKS3
11652,NUDT16L1
11653,KIAA1586
11654,RAB4A
11655,OR2B2
11656,KCNJ4
11657,SETD5
11658,VASN
11659,FAM83B
11660,HIST3H3
11661,THAP9
11662,OR2C1
11663,RNF187
11664,HOOK3
11665,MAPK1IP1L
11666,DDIT4
11667,RBPJ
11668,LMBRD1
11669,ZCCHC4
11670,PTGDR
11671,TTC39C
11672,GLYCTK
11673,HIST1H2BI
11674,GNG4
11675,UBTD2
11676,NKIRAS2
11677,DNAJC7
11678,C14orf183
11679,KCNV2
11680,IRF2BP2
11681,PTF1A
11682,NT5DC2
11683,FOXI1
11684,SMIM4
11685,HIST1H2AE
11686,COA6
11687,KIF5C
11688,MGAT2
11689,BMI1
11690,THAP11
11691,MMADHC
11692,PDHB
11693,PXK
11694,HIST1H1E
11695,PCMTD1
11696,KCTD6
11697,MPLKIP
11698,ACOX2
11699,FAM107A
11700,IRF2
11701,MOBP
11702,CX3CR1
11703,C8orf22
11704,XIRP1
11705,INSM2
11706,DEGS2
11707,SCN11A
11708,ARF4
11709,SEPT2
11710,FILIP1L
11711,MFSD2A
11712,DTYMK
11713,TAP1
11714,ING5
11715,ATG4B
11716,MLKL
11717,CMAHP
11718,RFWD3
11719,MTNR1A
11720,KCNG4
11721,RHOH
11722,KLHL30
11723,COG7
11724,CDC40
11725,STIP1
11726,SCNN1B
11727,HR
11728,TXNDC2
11729,RAB31
11730,REEP4
11731,LGI3
11732,SFTPC
11733,BMP1
11734,ATXN2L
11735,PHYHIP
11736,CCDC110
11737,POLR3D
11738,SDPR
11739,SOGA2
11740,GBX2
11741,HFE2
11742,SCGB1D1
11743,HEXIM2
11744,FNTA
11745,SERINC2
11746,MYL1
11747,TRAPPC11
11748,CHRM1
11749,COL3A1
11750,GFRA2
11751,ING2
11752,CDKN2AIP
11753,SNRNP48
11754,TMEM223
11755,SLC20A2
11756,CRYGA
11757,DYNLRB2
11758,TMUB2
11759,ADAM29
11760,nan
11761,STAT3
11762,ZSWIM1
11763,ADAM9
11764,ADAM18
11765,GDNF
11766,DPCR1
11767,WFDC13
11768,AXIN2
11769,NDUFS5
11770,VWA3B
11771,ZNF30
11772,UGT3A2
11773,FAM84B
11774,LDLRAD4
11775,KCTD19
11776,SLC16A4
11777,IL7R
11778,TMEM208
11779,LRP1B
11780,WFDC12
11781,AHCYL1
11782,DNAJC21
11783,PKIG
11784,NPNT
11785,CA7
11786,FAM178B
11787,SEMA4C
11788,CNNM3
11789,GSTM4
11790,TET2
11791,CXXC4
11792,TCTN2
11793,SHOX2
11794,PPIP5K1
11795,TSPAN5
11796,OR12D2
11797,ABHD15
11798,ZBTB5
11799,CHTF8
11800,ADAL
11801,LCMT2
11802,SNTB2
11803,IL12A
11804,ZNF507
11805,STX18
11806,nan
11807,ZBTB49
11808,GFM1
11809,OR13J1
11810,HTR1E
11811,FSTL5
11812,DDX19A
11813,ATOH8
11814,SOX14
11815,ANKRD49
11816,SFTPB
11817,USP39
11818,TNIP2
11819,C2orf68
11820,TMEM150A
11821,RNF181
11822,VAMP5
11823,BTNL3
11824,LRRC28
11825,MAT2A
11826,PLA2G4F
11827,ENHO
11828,ZNF608
11829,SLC35G2
11830,INPP5D
11831,LETM1
11832,CTRB2
11833,TMEM129
11834,PPIC
11835,SPRY3
11836,CEP120
11837,STXBP6
11838,TM4SF20
11839,MFF
11840,GRM5
11841,LGALS9
11842,CPLX1
11843,PXDC1
11844,SIGLEC7
11845,NTSR2
11846,E2F6
11847,FEM1B
11848,COMMD8
11849,ATP5I
11850,MFSD7
11851,COL4A3
11852,MAP2K1
11853,KLK7
11854,PMCHL2
11855,HNRNPH1
11856,IRS1
11857,MECP2
11858,VCX3A
11859,ZBBX
11860,ACTBL2
11861,ROR2
11862,BRD7P3
11863,AR
11864,DHRSX
11865,C8orf46
11866,HSPBAP1
11867,ASMTL
11868,SLC25A6
11869,CHST14
11870,PARM1
11871,CSNK1G1
11872,FAM110B
11873,ARMC4
11874,AFAP1L2
11875,ZNF354A
11876,ATF5
11877,UBE2V2
11878,GOT1L1
11879,ZBTB43
11880,CPT1C
11881,PCSK9
11882,XPO6
11883,GSG1L
11884,MN1
11885,APEX2
11886,NSMCE1
11887,CCDC126
11888,IL13
11889,OR10G3
11890,RAB3B
11891,OR6F1
11892,CD2BP2
11893,RSPO1
11894,RGS14
11895,TBC1D10B
11896,LMAN2
11897,GCSAML
11898,THBS3
11899,CA5B
11900,SLC50A1
11901,EFNA1
11902,CXCL10
11903,SH3TC2
11904,CXCL11
11905,ZRSR2
11906,NMD3
11907,ADRB2
11908,B3GALNT1
11909,GPRIN1
11910,HSPB3
11911,KCNAB1
11912,MRPL1
11913,SHE
11914,NR0B1
11915,PGM2
11916,STK32A
11917,IL1RAPL1
11918,P2RY12
11919,C22orf15
11920,OR5AU1
11921,KIAA1024
11922,PDILT
11923,UMOD
11924,GP2
11925,SLC33A1
11926,CRADD
11927,SIN3A
11928,ARL13B
11929,RNASE2
11930,ELSPBP1
11931,RNASE3
11932,PTK2
11933,PTAFR
11934,PTPN9
11935,RNASE6
11936,NPR1
11937,KCNK9
11938,IL8
11939,SCN9A
11940,RASSF6
11941,COL22A1
11942,SDC2
11943,CD52
11944,MMGT1
11945,SPRR1B
11946,SPRR1A
11947,OR4K14
11948,TM2D2
11949,HTRA4
11950,PLEKHA2
11951,CLIC4
11952,SLC38A11
11953,GPR183
11954,CRCT1
11955,CCDC8
11956,METTL15
11957,ZNF280A
11958,MUC15
11959,ZEB2
11960,GJB1
11961,PCBP1
11962,HINT1
11963,DTWD2
11964,VPREB1
11965,CLIC3
11966,INO80E
11967,BNC1
11968,DFFB
11969,NFU1
11970,ANTXR1
11971,GKN1
11972,CKAP2L
11973,C15orf40
11974,PROKR1
11975,APLF
11976,HIC2
11977,LUZP1
11978,HEXDC
11979,DRD5
11980,BUB1
11981,LRRC45
11982,CHRNA5
11983,MT1B
11984,STRA13
11985,AGPAT2
11986,ASPSCR1
11987,GP9
11988,FASN
11989,CNBP
11990,MT1E
11991,ACTRT2
11992,DUS1L
11993,GPS1
11994,RFNG
11995,DCXR
11996,ZNF32
11997,LDB2
11998,RAC3
11999,NRG4
12000,LIMS1
12001,C15orf27
12002,NLGN1
12003,TAPT1
12004,UGP2
12005,TAS2R1
12006,LINGO1
12007,HNRNPF
12008,BTD
12009,CSGALNACT2
12010,TACR3
12011,GSX1
12012,PCDH7
12013,ROBO1
12014,ONECUT1
12015,AVEN
12016,P2RY1
12017,CTNND2
12018,TRIM56
12019,MUC17
12020,AHSP
12021,WNT10B
12022,CALML6
12023,REPS2
12024,SYAP1
12025,ITGAM
12026,PYDC1
12027,TPST1
12028,TM4SF4
12029,TOR1AIP2
12030,S100G
12031,TM4SF1
12032,OTUD3
12033,OTUD7A
12034,GUSB
12035,BRD3
12036,KLF13
12037,FRMPD4
12038,ZFPM2
12039,ZNF768
12040,TAS1R3
12041,MAP3K2
12042,PUSL1
12043,SF3B5
12044,ZNF35
12045,TIGD4
12046,NLGN2
12047,MYO7B
12048,CHD3
12049,TMEM154
12050,MYRIP
12051,ALCAM
12052,YWHAG
12053,UBE2E3
12054,CNTROB
12055,TRAPPC1
12056,ZPLD1
12057,KCNAB3
12058,SERPINA9
12059,GPR37L1
12060,SIMC1
12061,TMEM192
12062,nan
12063,SERPINA6
12064,NIPA1
12065,FOXD4
12066,GPR25
12067,UBE2E1
12068,HNRNPA3
12069,SIK2
12070,RNF150
12071,VGLL2
12072,CHRNB1
12073,HOXD12
12074,USP38
12075,SLC16A5
12076,NANP
12077,ANKK1
12078,ADRA1B
12079,ADPRM
12080,FABP6
12081,PWWP2A
12082,USP50
12083,USP47
12084,PDCD6IP
12085,MRGPRX1
12086,ZNF212
12087,MRAP
12088,FAM161A
12089,ZNF282
12090,GLB1
12091,C14orf142
12092,C5orf4
12093,CRTAP
12094,C7orf33
12095,CNGB3
12096,SLN
12097,ELP5
12098,CMTM8
12099,STX8
12100,CDK1
12101,NFRKB
12102,FABP4
12103,PRDM10
12104,B3GNT2
12105,FOS
12106,TMED10
12107,SETMAR
12108,SMAD1
12109,CST5
12110,CST2
12111,EMX2
12112,CST1
12113,SP7
12114,SEMA3E
12115,LRRN2
12116,SLC30A1
12117,DCLK2
12118,ZNF804A
12119,GPRC5C
12120,TMEM182
12121,VSTM2A
12122,KRT8
12123,KRT78
12124,ADORA2B
12125,SDR9C7
12126,MGMT
12127,METTL7B
12128,KRT86
12129,HARS
12130,NFXL1
12131,KRT75
12132,DENND5B
12133,CD14
12134,DNAJC18
12135,KRT6C
12136,SPATA24
12137,RALGAPB
12138,WIBG
12139,MZB1
12140,KRT4
12141,SLC23A1
12142,KRT74
12143,NPAS2
12144,KRT72
12145,KISS1
12146,LONRF2
12147,NUDT9
12148,HSD17B13
12149,PA2G4
12150,COX7B2
12151,ELOVL6
12152,PFKFB3
12153,TMC7
12154,SERPINB9
12155,SMAGP
12156,IRX1
12157,CDH2
12158,IRX2
12159,EMB
12160,SIX2
12161,DLGAP1
12162,STAT2
12163,NUDCD2
12164,IRF2BP1
12165,OR9K2
12166,HSPA4
12167,FOXA3
12168,FAM71B
12169,SLC26A5
12170,SCRT1
12171,COMMD5
12172,SGCD
12173,GTSF1
12174,DPY19L2P2
12175,ZNF16
12176,ARMC10
12177,RNF34
12178,ACYP2
12179,TRABD
12180,TMEM133
12181,ATF7
12182,SOCS6
12183,MURC
12184,OR10A3
12185,ZNF296
12186,TTLL6
12187,POLH
12188,SYT9
12189,KCNS3
12190,RBMXL2
12191,KIF5B
12192,GPR37
12193,AKAP13
12194,TPD52L3
12195,CDCA4
12196,OR10A4
12197,SDR16C5
12198,DYDC1
12199,OR10A2
12200,CHCHD7
12201,HTRA3
12202,FOXN2
12203,OR2AG1
12204,LMOD2
12205,BFSP2
12206,FSHR
12207,CELP
12208,USP32
12209,CEL
12210,PPM1D
12211,GPR27
12212,PSG6
12213,KBTBD2
12214,MINA
12215,TRIAP1
12216,LSM3
12217,LILRA3
12218,KIAA0232
12219,MTSS1
12220,TMEM43
12221,RNF139
12222,PLA2G1B
12223,CYTL1
12224,TSEN34
12225,TRH
12226,GSTA4
12227,MSANTD4
12228,NDUFA3
12229,OSCAR
12230,PAQR8
12231,NUDT6
12232,OR7G3
12233,TANC2
12234,OR7G2
12235,TEX13B
12236,PKHD1
12237,OR1M1
12238,DNAJC24
12239,MBD3L1
12240,ZNF160
12241,PGK2
12242,OR8B12
