DRUG_ID,DRUG_NAME,DRUG_SYNONYMS,DrugBank_ID,PubChem_ID,MESH_ID,KEGG_ID,TTD_ID
BADD_D01106,Hydroxyprogesterone,"17 alpha-Hydroxyprogesterone Caproate | 17 alpha Hydroxyprogesterone Caproate | 17-alpha-Hydroxy-Progesterone Caproate | 17 alpha Hydroxy Progesterone Caproate | Caproate, 17-alpha-Hydroxy-Progesterone | Oxyprogesterone Caproate | Hydroxyprogesterone Caproate | Hydroxyprogesterone Hexanoate | 17 alpha-Oxyprogesterone Capronate | 17 alpha Oxyprogesterone Capronate | 17-Hydroxyprogesterone Capronate | 17 Hydroxyprogesterone Capronate | Prolutin Depot | Proluton Depot | Neolutin | Makena | Delalutin",DB14570,6238,D000077713,D08052,D00AEQ
BADD_D01107,Hydroxyprogesterone caproate,"17 alpha-Hydroxyprogesterone Caproate | 17 alpha Hydroxyprogesterone Caproate | 17-alpha-Hydroxy-Progesterone Caproate | 17 alpha Hydroxy Progesterone Caproate | Caproate, 17-alpha-Hydroxy-Progesterone | Oxyprogesterone Caproate | Hydroxyprogesterone Caproate | Hydroxyprogesterone Hexanoate | 17 alpha-Oxyprogesterone Capronate | 17 alpha Oxyprogesterone Capronate | 17-Hydroxyprogesterone Capronate | 17 Hydroxyprogesterone Capronate | Prolutin Depot | Proluton Depot | Neolutin | Makena | Delalutin",DB06789,169870,D000077713,D00949,Not Available
BADD_D01108,Hydroxyproline,Hydroxyproline | 4-Hydroxyproline | 4 Hydroxyproline | Oxyproline | cis-4-Hydroxyproline | cis 4 Hydroxyproline,DB08847,5810,D006909,Not Available,Not Available
BADD_D01109,Hydroxypropyl cellulose,"hydroxypropylcellulose | hyprolose | hydroxypropyl cellulose, unspecified | hydroxypropyl cellulose | cellulose hydroxypropyl ether | hydroxypropyl cellulose (type H) | hydroxypropyl cellulose (1600000 WAMW) | hydroxypropyl cellulose (1200000 MW) | Zilactin | Zilactin B | Lacrisert | low-substituted hydroxypropylcellulose",DB00840,Not Available,C008079,D04478,D0E6CH
BADD_D01110,Hydroxyurea,Hydroxyurea | Hydroxycarbamid | Oncocarbide | Hydrea,DB01005,3657,D006918,D00341,D07CWD
BADD_D01111,Hydroxyzine,"Hydroxyzine | 2-(2-(4-((4-Chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)ethanol | Hydroxyzine Dihydrochloride | Vistaril | Hydroxyzine Pamoate | Pamoate, Hydroxyzine | Orgatrax | Durrax | Atarax | Hydroxyzine Hydrochloride",DB00557,3658,D006919,D08054,D0O6SX
BADD_D01112,Hydroxyzine hydrochloride,"Hydroxyzine | 2-(2-(4-((4-Chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)ethanol | Hydroxyzine Dihydrochloride | Vistaril | Hydroxyzine Pamoate | Pamoate, Hydroxyzine | Orgatrax | Durrax | Atarax | Hydroxyzine Hydrochloride",DB00557,71612,D006919,D00672,D0O6SX
BADD_D01113,Hydroxyzine pamoate,"Hydroxyzine | 2-(2-(4-((4-Chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)ethanol | Hydroxyzine Dihydrochloride | Vistaril | Hydroxyzine Pamoate | Pamoate, Hydroxyzine | Orgatrax | Durrax | Atarax | Hydroxyzine Hydrochloride",DB00557,25096,D006919,D01096,D0O6SX
BADD_D01114,Hyoscyamine,"Hyoscyamine | Atropine, 3(S)-endo-Isomer | Cytospaz | Hyoscyamine Sulfate Anhydrous | Hyoscyamine Hydrochloride | Hyoscyamine Sulfate | Atropine Sulfate, 3(S)-endo-Isomer | Anaspaz | Hyoscyamine Hydrobromide",DB00424,154417,D064692,D00147,D0RD5W
BADD_D01115,Hyoscyamine sulfate,"Hyoscyamine | Atropine, 3(S)-endo-Isomer | Cytospaz | Hyoscyamine Sulfate Anhydrous | Hyoscyamine Hydrochloride | Hyoscyamine Sulfate | Atropine Sulfate, 3(S)-endo-Isomer | Anaspaz | Hyoscyamine Hydrobromide",DB00424,11479437,D064692,D00719,D0RG3O
BADD_D01116,Ibandronate sodium,"Ibandronic Acid | Ibandronate | 1-Hydroxy-3-(methylpentylamino)propylidenebisphosphonate | (1-Hydroxy-3-(methylpentylamino)propylidene)bisphosphonate | Ibandronate Sodium Anhydrous | Boniva | Bonviva | Ibandronate Sodium | Ibandronic Acid, Sodium Salt, Monohydrate | RPR 102289A | RPR-102289A | RPR102289A | Bondronat | BM 21.0955 | BM 210955 | BM-21.0955 | BM21.0955 | BM-210955 | BM210955",DB00710,23670359,D000077557,D04486,D08SJZ
BADD_D01117,Ibandronic acid,"Ibandronic Acid | Ibandronate | 1-Hydroxy-3-(methylpentylamino)propylidenebisphosphonate | (1-Hydroxy-3-(methylpentylamino)propylidene)bisphosphonate | Ibandronate Sodium Anhydrous | Boniva | Bonviva | Ibandronate Sodium | Ibandronic Acid, Sodium Salt, Monohydrate | RPR 102289A | RPR-102289A | RPR102289A | Bondronat | BM 21.0955 | BM 210955 | BM-21.0955 | BM21.0955 | BM-210955 | BM210955",DB00710,60852,D000077557,D08056,D08SJZ
BADD_D01118,Ibritumomab tiuxetan,ibritumomab tiuxetan | Zevalin | yttrium-90-ibritumomab tiuxetan | IDEC-Y2B8 | IDEC-Y2B8 IDEC-129 | IDEC-129,DB00078,92002593,C422802,D04489,Not Available
BADD_D01119,Ibrutinib,"ibrutinib | 1-((3R)-3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo(3,4-d)pyrimidin-1-yl)piperidin-1- yl)prop-2-en-1-one | PCI 32765 | PCI32765 | PCI-32765 | Imbruvica",DB09053,24821094,C551803,D10223,D09KTS
BADD_D01120,Ibuprofen,"Ibuprofen | alpha-Methyl-4-(2-methylpropyl)benzeneacetic Acid | Ibumetin | Ibuprofen, (+-)-Isomer | Ibuprofen, (R)-Isomer | Ibuprofen, (S)-Isomer | Ibuprofen, Aluminum Salt | Ibuprofen, Calcium Salt | Ibuprofen, Copper (2+) Salt | Ibuprofen, Magnesium Salt | Ibuprofen, Potassium Salt | Ibuprofen, Sodium Salt | Ibuprofen, Zinc Salt | Ibuprofen-Zinc | Ibuprofen Zinc | Motrin | Nuprin | Rufen | Salprofen | Trauma-Dolgit Gel | Trauma Dolgit Gel | Brufen",DB01050,3672,D007052,D00126,D0R1QE
BADD_D01121,Ibuprofen lysine,"Ibuprofen | alpha-Methyl-4-(2-methylpropyl)benzeneacetic Acid | Ibumetin | Ibuprofen, (+-)-Isomer | Ibuprofen, (R)-Isomer | Ibuprofen, (S)-Isomer | Ibuprofen, Aluminum Salt | Ibuprofen, Calcium Salt | Ibuprofen, Copper (2+) Salt | Ibuprofen, Magnesium Salt | Ibuprofen, Potassium Salt | Ibuprofen, Sodium Salt | Ibuprofen, Zinc Salt | Ibuprofen-Zinc | Ibuprofen Zinc | Motrin | Nuprin | Rufen | Salprofen | Trauma-Dolgit Gel | Trauma Dolgit Gel | Brufen",DB01050,9841440,D007052,D06606,D0R1QE
BADD_D01122,Ibutilide fumarate,"ibutilide | N-(4-(4-(ethylheptylamino)-1-hydroxybutyl)phenyl)methanesulfonamide | U-82209E | U82209E | Corvert | ibutilide, fumarate salt (2:1), (+-)-isomer | U-70226E | ibutilide, (+)-isomer | ibutilide, (+-)-isomer | ibutilide, (-)-isomer | ibutilide, fumarate salt (2:1), (+)-isomer | U-82208E | U82208E | ibutilide fumarate",DB00308,5281065,C067192,D00648,D02MLW
BADD_D01123,Icatibant acetate,icatibant | D-Arg(Hyp(3)-Thi(5)-D-Tic(7)-Oic(8))BK | icatibant acetate | HOE-140 | HOE140 | Firazyr | Hoechst-140 | HOE 140 | Hoechst 140 | JE 049 | JE-049 | WIN 65365 | D-Arg(Hyp(3)-Thi(5)-L-Tic(7)-Oic(8))BK | WIN-65365,DB06196,6918172,C065679,D04492,D04ZBT
BADD_D01124,Icodextrin,Icodextrin | Extraneal | Icodial,DB00702,3517,D000077607,D03266,D02YCH
BADD_D01125,Icosapent,"Eicosapentaenoic Acid | 5,8,11,14,17-Eicosapentaenoic Acid | Eicosapentanoic Acid | Acid, Eicosapentanoic | omega-3-Eicosapentaenoic Acid | omega 3 Eicosapentaenoic Acid | Timnodonic Acid | Icosapent | 5,8,11,14,17-Icosapentaenoic Acid",DB00159,446284,D015118,D08061,Not Available
BADD_D01126,Icosapent ethyl,"eicosapentaenoic acid ethyl ester | 5,8,11,14,17-eicosapentaenoic acid, ethyl ester, (5Z,8Z,11Z,14Z,17Z)- | ethyl (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate | ethyl-EPA | ethyl eicosapentaenoate | ethyl icosapentaenoate | ethyl eicosapentaenoic acid | ethyl-eicosapentaenoic acid | icosapent ethyl | ethyl all-cis-5,8,11,14,17-icosapentaenoate | Epadel | AMR-101 | AMR101 | vascepa",DB08887,9831415,C035276,D01892,Not Available
BADD_D01127,Idarubicin,"Idarubicin | 4-Desmethoxydaunorubicin | 4 Desmethoxydaunorubicin | 4-Demethoxydaunorubicin | 4 Demethoxydaunorubicin | IMI-30 | IMI 30 | IMI30 | NSC-256439 | NSC 256439 | NSC256439 | Idarubicin Hydrochloride | Hydrochloride, Idarubicin",DB01177,42890,D015255,D08062,D01XDL
BADD_D01128,Idarubicin hydrochloride,"Idarubicin | 4-Desmethoxydaunorubicin | 4 Desmethoxydaunorubicin | 4-Demethoxydaunorubicin | 4 Demethoxydaunorubicin | IMI-30 | IMI 30 | IMI30 | NSC-256439 | NSC 256439 | NSC256439 | Idarubicin Hydrochloride | Hydrochloride, Idarubicin",DB01177,636362,D015255,D01747,D01XDL
BADD_D01129,Idarucizumab,idarucizumab | Praxbind | BI-655075 | BI655075 | BI 655075 | ADABI-FAB,DB09264,Not Available,C000594745,D10741,D0B9FW
BADD_D01130,Idelalisib,idelalisib | GS-1101 | Zydelig | CAL 101 | CAL101 | CAL-101,DB09054,11625818,C552946,D10560,D0J5VR
BADD_D01131,Idoxuridine,"Idoxuridine | 5-Iodo-2'-deoxyuridine | 5 Iodo 2' deoxyuridine | IUdR | 5-Iododeoxyuridine | 5 Iododeoxyuridine | Iododeoxyuridine | Herplex Liquifilm | Liquifilm, Herplex | Idoxuridine, 123I-Labeled | 123I-Labeled Idoxuridine | Idoxuridine, 123I Labeled | Idoxuridine, 125I-Labeled | 125I-Labeled Idoxuridine | Idoxuridine, 125I Labeled | Idoxuridine, 131I-Labeled | 131I-Labeled Idoxuridine | Idoxuridine, 131I Labeled | Idoxuridine, 3H-Labeled | 3H-Labeled Idoxuridine | Idoxuridine, 3H Labeled | Stoxil | Idoxuridine, Radical Ion (1-) | Kerecide | NSC-39661 | NSC 39661 | NSC39661 | Oftan-IDU | Oftan IDU | OftanIDU | SK&F-14287 | Allergan 211 | Idoxuridine, Radical Ion (+1)",DB00249,5905,D007065,D00342,D09PZO
BADD_D01132,Idursulfase,idursulfase | Elaprase,DB01271,Not Available,C517982,D04499,D06CZJ
BADD_D01133,Ifosfamide,"Ifosfamide | Isofosfamide | Isophosphamide | Iphosphamide | Iso-Endoxan | Iso Endoxan | Holoxan | NSC-109,724 | NSC 109,724 | NSC109,724 | NSC-109724 | NSC 109724 | NSC109724 | Asta Z 4942",DB01181,3690,D007069,D00343,D02TLO
BADD_D01134,Iloperidone,iloperidone | Fanapt | HP 873 | HP-873 | Zomaril,DB04946,71360,C081732,D02666,D0M8VE
BADD_D01135,Iloprost,Iloprost | Ciloprost | ZK-36374 | ZK 36374 | ZK36374 | Ventavis,DB01088,5311181,D016285,D02721,D05ZTH
BADD_D01136,Imatinib,"Imatinib Mesylate | Mesylate, Imatinib | Imatinib Methanesulfonate | Methanesulfonate, Imatinib | STI571 | STI-571 | STI 571 | Gleevec | Glivec | ST 1571 | ST1571 | CGP 57148 | CGP57148B | CGP-57148 | CGP57148 | Imatinib | Alpha-(4-methyl-1-piperazinyl)-3'-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-tolu-p-toluidide",DB00619,5291,D000068877,D08066,D0AZ3C
BADD_D01137,Imatinib mesylate,"Imatinib Mesylate | Mesylate, Imatinib | Imatinib Methanesulfonate | Methanesulfonate, Imatinib | STI571 | STI-571 | STI 571 | Gleevec | Glivec | ST 1571 | ST1571 | CGP 57148 | CGP57148B | CGP-57148 | CGP57148 | Imatinib | Alpha-(4-methyl-1-piperazinyl)-3'-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-tolu-p-toluidide",DB00619,123596,D000068877,D01441,D0AZ3C
BADD_D01138,Imiglucerase,imiglucerase | Cerezyme,DB00053,Not Available,C090568,D03020,D0QW9H
BADD_D01139,Imipramine,"Imipramine | Norchlorimipramine | Imidobenzyle | Imizin | Tofranil | Janimine | Melipramine | Pryleugan | Imipramine Pamoate | 4,4'-Methylenebis(3-hydroxy-2-naphthoic acid)-3-(10,11-dihydro-5H-dibenzo(b,f)azepin-5-yl)-N,N-dimethyl-1-propanamine (1:2) | Imipramine Hydrochloride | Imipramine Monohydrochloride",DB00458,3696,D007099,D08070,D06ZUK
BADD_D01140,Imipramine hydrochloride,"Imipramine | Norchlorimipramine | Imidobenzyle | Imizin | Tofranil | Janimine | Melipramine | Pryleugan | Imipramine Pamoate | 4,4'-Methylenebis(3-hydroxy-2-naphthoic acid)-3-(10,11-dihydro-5H-dibenzo(b,f)azepin-5-yl)-N,N-dimethyl-1-propanamine (1:2) | Imipramine Hydrochloride | Imipramine Monohydrochloride",DB00458,8228,D007099,D00815,D06ZUK
BADD_D01141,Imipramine pamoate,"Imipramine | Norchlorimipramine | Imidobenzyle | Imizin | Tofranil | Janimine | Melipramine | Pryleugan | Imipramine Pamoate | 4,4'-Methylenebis(3-hydroxy-2-naphthoic acid)-3-(10,11-dihydro-5H-dibenzo(b,f)azepin-5-yl)-N,N-dimethyl-1-propanamine (1:2) | Imipramine Hydrochloride | Imipramine Monohydrochloride",DB00458,24904,D007099,D08071,D06ZUK
BADD_D01142,Imiquimod,"Imiquimod | 1-Isobutyl-1H-imidazo(4,5-c)quinolin-4-amine | S 26308 | S-26308 | R 837 | R-837 | R837 | Zyclara | Aldara",DB00724,57469,D000077271,D02500,D06CTE
BADD_D01143,Immune globulin,"Immunoglobulins | Globulins, Immune | Immunoglobulin | Immune Globulin | Globulin, Immune | Immune Globulins",Not Available,Not Available,D007136,D06458,Not Available
BADD_D01144,Immunoglobulin (human),"Immunoglobulins | Globulins, Immune | Immunoglobulin | Immune Globulin | Globulin, Immune | Immune Globulins",DB00028,Not Available,D007136,D06458,Not Available
BADD_D01145,Immunoglobulin g (human),"Immunoglobulin G | IgG | IgG Antibody | Antibody, IgG | Gamma Globulin, 7S | 7S Gamma Globulin | IgG2A | IgG2B | Polyglobin | Allerglobuline | IgG(T) | Immunoglobulin GT | GT, Immunoglobulin | IgG1 | IgG4 | IgG2 | IgG3",DB00028,Not Available,D007074,Not Available,Not Available
BADD_D01146,Inamrinone,"Amrinone | Amrinon | 5-Amino-(3,4'-bipyridine)-6(1H)-one | Wincoram | Win-40680 | Win 40680 | Win40680 | Cordemcura | Inocor",DB01427,3698,D000676,D00231,D0R6TI
BADD_D01147,Indacaterol,"indacaterol | 5-(2-(5,6-diethylindan-2-ylamino)-1-hydroxyethyl)-8-hydroxy-1H-quinolin-2-one | QAB-149 | arcapta neohaler | Onbrez",DB05039,6918554,C510790,D09318,D03DJL
BADD_D01148,Indacaterol maleate,"indacaterol | 5-(2-(5,6-diethylindan-2-ylamino)-1-hydroxyethyl)-8-hydroxy-1H-quinolin-2-one | QAB-149 | arcapta neohaler | Onbrez",DB05039,9827599,C510790,D09319,D03DJL
BADD_D01149,Indapamide,Indapamide | Metindamide | S-1520 | S 1520 | S1520 | SE-1520 | SE 1520 | SE1520,DB00808,3702,D007190,D00345,D0H8FH
BADD_D01150,Indinavir,"Indinavir | MK-639 | MK 639 | MK639 | L-735 524 | L 735 524 | L735 524 | L-735,524 | L 735,524 | L735,524 | Crixivan | Indinavir Sulfate | Sulfate, Indinavir | Indinavir, Sulfate (1:1)",DB00224,5362440,D019469,C07051,D0V7CF
BADD_D01151,Indinavir sulfate,"Indinavir | MK-639 | MK 639 | MK639 | L-735 524 | L 735 524 | L735 524 | L-735,524 | L 735,524 | L735,524 | Crixivan | Indinavir Sulfate | Sulfate, Indinavir | Indinavir, Sulfate (1:1)",DB00224,5462355,D019469,D00897,D0V7CF
BADD_D01152,Indium in-111 oxyquinoline,"Oxyquinoline | Oxyquinol | 8-Quinolinol | 8 Quinolinol | Oxine | 8-Hydroxyquinoline | 8 Hydroxyquinoline | 8-Oxyquinoline | 8 Oxyquinoline | Bioquin | Chinosol | Quinosol | Leioderm | Oxyquinoline Potassium Sulfate (2:1) | Oxyquinoline Sulfate | Sulfate, Oxyquinoline | 8-Hydroxyquinoline Sulfate | 8 Hydroxyquinoline Sulfate | Sulfate, 8-Hydroxyquinoline | Superol | Khinozol",DB09473,119117,D015125,D05321,D02JYY
BADD_D01153,Indium in-111 pentetate disodium,"Pentetic Acid | Penthanil | DTPA | Pentaind | DETAPAC | Diethylenetriamine Pentaacetic Acid | Pentaacetic Acid, Diethylenetriamine | Mn-Dtpa | Zinc-DTPA | Zinc DTPA | Ca-DTPA | CaDTPA | Pentetate Calcium Trisodium | CaNa-DTPA | Calcium Trisodium Pentetate | Pentetate, Calcium Trisodium | Pentetate Zinc Trisodium | Pentetates | Sn-DTPA | Indium-DTPA | Indium DTPA | Pentacine | Pentacin",DB14007,23724985,D004369,Not Available,D09NFN
BADD_D01154,Indium in-111 pentetreotide,pentetreotide | indium-pentetreotide | OctreoScan | OctreoScan 111 | indium In 111 pentetreotide | 111-indium-pentetreotide | 111 In -pentetreotide | indium ln-111 pentetreotide | In-111 pentetreotide,DB11835,3081912,C081788,D02108,D0J7CP
BADD_D01155,Indocyanine green,"Indocyanine Green | Green, Indocyanine | Wofaverdin | Vophaverdin | Ujoveridin | Vofaverdin | Cardio-Green | Cardio Green | Cardiogreen",DB16024,5282412,D007208,D01342,D00KRT
BADD_D01156,Indomethacin,Indomethacin | Indometacin | Osmosin | Indocid | Metindol | Indomet 140 | Indomethacin Hydrochloride | Amuno | Indocin,DB00328,3715,D007213,D00141,D0R1RS
BADD_D01157,Infliximab,"Infliximab | MAb cA2 | Monoclonal Antibody cA2 | Antibody cA2, Monoclonal | cA2, Monoclonal Antibody | Infliximab-dyyb | Infliximab dyyb | Inflectra | Remicade | Infliximab-abda | Infliximab abda | Renflexis",DB00065,Not Available,D000069285,D02598,D0PG5G
BADD_D01158,Ingenol mebutate,3-ingenyl angelate | ingenol 3-angelate | 3-ingenol angelate | PEP005 | PEP-005 | PEP 005 | picato | ingenol mebutate,DB05013,6918670,C486592,D09393,D0E9KA
BADD_D01159,Insulin (human),"Insulin | Insulin, Regular | Regular Insulin | Soluble Insulin | Insulin, Soluble | Insulin A Chain | Sodium Insulin | Insulin, Sodium | Novolin | Iletin | Insulin B Chain | Chain, Insulin B",DB00030,118984375,D007328,Not Available,D0R6CD
BADD_D01160,Insulin aspart,"Insulin Aspart | Aspart, Insulin | Insulin, Aspartic Acid(B28)- | Insulin B28asp | B28asp, Insulin | Insulin-Aspart | B28-Asp-Insulin | B28 Asp Insulin | NovoLog | NovoRapid",DB01306,118984445,D061267,D04475,D0I3LE
BADD_D01161,Insulin degludec,"insulin degludec | (1A-21A),(1B-29B)-insulin (human), 29B-(N6-(N-(15-carboxy-1- oxopentadecyl)-L-gamma- glutamyl)-L-lysine)- | degludec",DB09564,118984462,C571886,D09727,D0L2CI
BADD_D01162,Insulin detemir,"Insulin Detemir | Detemir, Insulin | Basal Insulin Detemir | Detemir, Basal Insulin | Insulin Detemir, Basal | NN304 | NN-304 | NN 304 | B29-tetradecanoyl-Lys-B30-des-Ala-insulin | B29 tetradecanoyl Lys B30 des Ala insulin | Insulin, Tetradecanoyl-Lys(B29)-des-Ala(B30) | 12C-Lys(B29)-DB30I | Des-(B30)-insulin, Lys(B29)-tetradecanoyl | Insulin, Tetradecanoyllysyl(B29)-desalanyl(B30) | Levemir",DB01307,16137271,D000069057,D04539,D0QE5U
BADD_D01163,Insulin glargine,"Insulin Glargine | Glargine, Insulin | A21-Gly-B31-Arg-B32-Arg-insulin | A21 Gly B31 Arg B32 Arg insulin | Insulin, Glycyl(A21)-Arginyl(B31,B32) | Glargine | Insulin, Gly(A21)-Arg(B31,B32) | Lantus | Lantus Solostar | Solostar, Lantus | Basaglar | HOE 901 | 901, HOE | HOE-901 | HOE901",DB00047,118984454,D000069036,D03250,Not Available
BADD_D01164,Insulin glulisine,"insulin glulisine | glulisine insulin | insulin, lysyl(B3)-glutamyl(B29)- | B3-lysyl-B29-glutamylinsulin | insulin, Lys(B3)-Glu(B29)- | Apidra",DB01309,16136701,C479079,D04540,Not Available
BADD_D01165,Insulin lispro,"Insulin Lispro | Lispro, Insulin | 28(B)-Lys-29(B)-Pro-Insulin | 28(B)-Lysine-29(B)-Prolineinsulin | Insulin, Lysyl(28B)-Prolyl(28B)- | Lispro | LYSPRO | Insulin, Lys(28B)-Pro(29B)- | Humalog Kwikpen | Kwikpen, Humalog | Humalog",DB00046,16132438,D061268,D04477,D0L6JE
BADD_D01166,Interferon alfa-2a,"Interferon alpha-2 | Interferon alpha 2 | Interferon-alpha 2 | Interferon alpha-A | Interferon alpha A | LeIF A | IFN-alpha 2 | IFN-alpha-2 | Interferon alfa-2a | Interferon alfa 2a | Recombinant Interferon alpha-2a | Interferon alpha-2a, Recombinant | Recombinant Interferon alpha 2a | Roferon-A | Roferon A | RoferonA | Ro 22-8181 | Ro 22 8181 | Ro 228181 | Viferon | Sch-30500 | Sch 30500 | Sch30500 | Intron A (Interferon) | Reaferon | Interferon alfa-2b | Interferon alfa 2b | Interferon alpha-2b, Recombinant | Interferon alpha 2b, Recombinant | Recombinant Interferon alpha-2b | Recombinant Interferon alpha 2b | IFNalpha-2b, Recombinant | IFNalpha 2b, Recombinant | Recombinant IFNalpha-2b",DB00034,Not Available,D000077190,D00745,D0P0WV
BADD_D01167,Interferon alfa-2b,"Interferon alpha-2 | Interferon alpha 2 | Interferon-alpha 2 | Interferon alpha-A | Interferon alpha A | LeIF A | IFN-alpha 2 | IFN-alpha-2 | Interferon alfa-2a | Interferon alfa 2a | Recombinant Interferon alpha-2a | Interferon alpha-2a, Recombinant | Recombinant Interferon alpha 2a | Roferon-A | Roferon A | RoferonA | Ro 22-8181 | Ro 22 8181 | Ro 228181 | Viferon | Sch-30500 | Sch 30500 | Sch30500 | Intron A (Interferon) | Reaferon | Interferon alfa-2b | Interferon alfa 2b | Interferon alpha-2b, Recombinant | Interferon alpha 2b, Recombinant | Recombinant Interferon alpha-2b | Recombinant Interferon alpha 2b | IFNalpha-2b, Recombinant | IFNalpha 2b, Recombinant | Recombinant IFNalpha-2b",DB00105,71306834,D000077190,D02745,D0P0WV
BADD_D01168,Interferon alfacon-1,interferon alfacon-1 | IFN-alpha Con 1 | consensus IFN-alpha | interferon-alpha Con(1) | rIFN-con-1 | recombinant consensus interferon alpha | CIFN (interferon) | Infergen | Inferax,DB00069,Not Available,C050739,D02744,D0GA0A
BADD_D01169,Interferon beta-1a,"Interferon beta-1a | beta-1a, Interferon | Interferon beta 1a | beta 1a, Interferon | Avonex Pen | Rebif | Avonex",DB00060,Not Available,D000068556,D04554,D0V4JQ
BADD_D01170,Interferon beta-1b,"Interferon beta-1b | Beta-IFN-1b | Ser(17) IFN-beta | Interferon Beta, Serine(17) | Serine(17) Interferon Beta | Interferon beta 1b | IFN-Beta Ser | Interferon Beta, Ser(17) | Betaseron | Beta-Seron | Beta Seron | Extavia | Betaferon",DB00068,Not Available,D000068576,D00746,D0CQ2O
BADD_D01171,Interferon gamma-1b,interferon gamma-1b | interferon gamma-2a | Actimmune,DB00033,Not Available,C554125,D00747,D0U9EN
BADD_D01172,Iobenguane,"3-Iodobenzylguanidine | 3 Iodobenzylguanidine | MIBG | meta-Iodobenzylguanidine | meta Iodobenzylguanidine | Iobenguane | m-Iodobenzylguanidine | m Iodobenzylguanidine | Iobenguane (131I) | 3-Iodobenzylguanidine, 125I Labeled | 125I Labeled 3-Iodobenzylguanidine | 3 Iodobenzylguanidine, 125I Labeled | (3-Iodo-(131I)benzyl)guanidine | 3-Iodobenzylguanidine, 123I Labeled | 123I Labeled 3-Iodobenzylguanidine | 3 Iodobenzylguanidine, 123I Labeled",DB06704,60860,D019797,D01729,Not Available
